日足・最新の選択	当日	8月26日	日足				
市場	銘柄コード	銘柄名	始値	高値	安値	終値	出来高
			実	実	実	実	        実
JQスタンダード	7891	ユピカ	507	507	493	493	5000
東証1部	7893	プロネクサス	847	875	830	869	25000
JQスタンダード	7895	中央化	444	444	433	434	4800
東証2部	7896	セブン工業	109	111	103	111	51000
東証1部	7897	ホクシン	123	127	121	125	74800
東証1部	7898	ウッドワン	245	249	241	245	54000
JQスタンダード	7899	ＭＩＣＳ化学	258	263	248	263	18700
JQスタンダード	7901	マツモト	270	271	270	271	3000
JQスタンダード	7902	ソノコム	671	715	671	710	6500
東証1部	7905	大建工	351	368	349	365	186000
東証2部	7906	ヨネックス	2626	2896	2626	2889	77500
東証1部	7908	ＫＩＭＯＴＯ	251	263	251	259	89300
東証1部	7911	凸版印	928	965	920	964	4243000
東証1部	7912	大日印	1141	1187	1141	1183	2961000
東証1部	7913	図書印	462	470	455	468	177000
東証1部	7914	共同印	302	320	302	313	138000
東証1部	7915	日写印	2000	2033	1958	2020	230700
東証1部	7916	光村印	242	244	240	243	48000
東証1部	7917	藤森工	3075	3185	3060	3095	48300
JQスタンダード	7918	ヴィアＨＤ	1045	1050	1006	1050	98100
東証2部	7919	野崎印	128	133	128	133	9000
東証2部	7920	三浦印	106	110	104	110	56000
東証1部	7921	宝印刷	1214	1243	1190	1242	30100
JQスタンダード	7922	三光産	456	475	456	475	1200
JQスタンダード	7923	トーイン	470	470	470	470	100
東証1部	7925	前澤化	1110	1135	1101	1132	23200
JQスタンダード	7927	ムトー精工	580	593	568	586	2900
JQスタンダード	7928	旭化学	412	420	412	420	4100
JQグロース	7931	未来工業	1785	1785	1665	1750	8800
JQスタンダード	7932	ニッピ	715	758	715	750	22000
東証1部	7936	アシックス	3295	3425	3225	3410	1474700
東証1部	7937	ツツミ	2471	2566	2471	2546	14600
JQスタンダード	7938	リーガル	356	356	335	349	33000
JQスタンダード	7939	研創	330	349	330	335	8500
東証1部	7942	ＪＳＰ	1897	1928	1874	1898	75800
東証1部	7943	ニチハ	1570	1634	1547	1621	157800
東証2部	7945	コマニー	1575	1640	1552	1552	3700
東証2部	7946	光陽社	92	96	91	96	43000
東証1部	7947	エフピコ	4150	4195	4035	4155	203000
東証1部	7949	小松ウオル	2010	2106	2003	2094	25700
東証1部	7951	ヤマハ	2536	2657	2529	2651	1171200
東証1部	7952	河合楽	1745	1835	1722	1818	37600
東証2部	7953	菊水化学工業	468	477	468	477	6600
東証1部	7955	クリナップ	793	814	793	801	30500
東証1部	7956	ピジョン	3000	3080	2932	3030	1581500
東証2部	7957	フジコピア	162	166	162	166	25000
東証1部	7958	天馬	1941	1996	1906	1967	54400
東証1部	7961	兼日農	140	147	140	147	76000
東証1部	7962	キングジム	773	799	770	798	21700
JQスタンダード	7963	興研	1608	1608	1581	1589	6400
東証2部	7965	象印	1505	1561	1482	1536	253000
東証1部	7966	リンテック	2557	2601	2508	2578	274900
東証1部	7968	ＴＡＳＡＫＩ	1704	1780	1680	1713	269900
東証1部	7970	信越ポリ	560	586	558	581	202000
東証1部	7971	東リ	300	311	295	308	109000
東証1部	7972	イトーキ	740	763	710	760	520300
東証1部	7974	任天堂	22610	23945	22610	23880	1123100
東証2部	7975	リヒトラブ	188	189	188	189	9000
東証1部	7976	菱鉛筆	5000	5240	4935	5190	104000
東証1部	7979	松風	1456	1515	1456	1488	20000
JQスタンダード	7980	重松製	708	725	708	713	18000
東証1部	7981	タカラスタン	802	827	784	793	257000
東証2部	7983	ミロク	264	268	262	262	9000
東証1部	7984	コクヨ	1103	1165	1083	1155	536200
東証2部	7985	ネポン	300	319	300	314	20000
JQスタンダード	7986	日本ＩＳＫ	109	117	109	116	119000
東証1部	7987	ナカバヤシ	320	342	316	342	611000
東証1部	7988	ニフコ	4500	4595	4455	4570	336800
東証1部	7989	ブラインド	875	899	860	878	61600
東証1部	7990	グローブライ	151	161	149	160	583000
東証2部	7991	マミヤＯＰ	146	156	146	155	264000
東証2部	7992	セーラー	39	41	39	41	2066000
東証1部	7994	岡村製	982	1028	981	1020	137000
東証1部	7995	日バルカー	300	304	299	303	192000
東証2部	7997	くろ工	160	203	160	203	334000
東証1部	7999	ＭＵＴＯＨ	281	295	269	292	224000
東証1部	8001	伊藤忠	1335	1361	1312	1349	13635800
東証1部	8002	丸紅	632.5	647.4	628	644.8	13020900
東証1部	8005	スクロール	454	483	441	479	1520500
東証2部	8006	ユアサフナ	305	313	305	311	105000
東証1部	8007	高島	251	259	247	257	115000
東証1部	8008	ヨンドシーＨＤ	2450	2564	2450	2544	88300
東証1部	8011	三陽商	392	400	388	398	509000
東証1部	8012	長瀬産	1356	1400	1349	1391	277700
東証1部	8013	ナイガイ	57	60	57	60	1546000
東証1部	8014	蝶理	1609	1729	1609	1654	19400
東証1部	8015	豊通商	2574	2660	2563	2652	1468900
東証1部	8016	オンワードＨＤ	745	756	739	748	630000
東証1部	8018	三共興	447	461	447	457	44000
東証1部	8020	兼松	171	178	170	176	3982000
東証1部	8022	ミズノ	521	539	521	533	342000
東証2部	8023	大興通	151	170	149	166	22000
東証1部	8025	ツカモトコーポ	117	119	114	119	306000
東証1部	8028	Ｆマート	5270	5330	5230	5310	428900
東証1部	8029	ルック	172	180	169	175	363000
東証2部	8030	中央魚	260	264	257	264	28000
東証1部	8031	三井物	1467	1494	1450	1489.5	17472000
東証1部	8032	紙パル商	321	332	321	329	127000
東証1部	8035	東エレク	5961	6240	5938	6232	1865300
東証1部	8036	日立ハイテ	2534	2655	2528	2635	907500
東証1部	8037	カメイ	1148	1214	1147	1187	68500
東証1部	8038	東都水	183	184	182	182	85000
東証2部	8039	築地魚	112	117	111	117	87000
東証2部	8040	東ソワール	226	226	210	210	19000
東証1部	8041	ＯＵＧＨＤ	266	274	266	274	50000
東証1部	8043	スターゼン	333	344	327	340	184000
東証2部	8044	大都魚	119	125	117	125	197000
JQスタンダード	8045	横丸魚	512	512	512	512	1000
東証2部	8046	丸藤パ	303	303	280	295	56000
東証1部	8050	セイコーＨＤ	690	700	662	685	4603000
東証1部	8051	山善	889	919	887	908	272900
東証1部	8052	椿本興	320	337	316	327	48000
東証1部	8053	住友商	1200	1231	1176	1225.5	9834600
東証1部	8056	日ユニシス	1253	1284	1235	1253	684300
東証1部	8057	内田洋	341	355	331	347	250000
東証1部	8058	三菱商	2100	2153.5	2058.5	2145.5	10680900
東証1部	8059	第一実	591	591	573	582	139000
東証1部	8060	キヤノンＭＪ	1681	1707	1660	1694	446400
東証1部	8061	西華産	251	256	243	256	438000
東証1部	8065	佐藤商	692	709	692	705	24800
東証2部	8066	三谷商	2670	2830	2670	2788	14600
東証1部	8068	菱洋エレク	1380	1440	1377	1435	86600
東証1部	8070	東京産	466	490	461	488	67900
JQスタンダード	8072	出版貿	139	150	135	150	15000
JQスタンダード	8073	ＭＡＧＨＤ	110	115	101	113	136600
東証1部	8074	ユアサ商	2430	2500	2430	2482	55700
東証1部	8075	神鋼商	240	251	236	250	138000
JQグロース	8076	カノークス	343	343	343	343	2000
東証1部	8077	小林産	225	226	223	224	14800
東証1部	8078	阪和興	485	493	472	489	1237000
東証2部	8079	正栄食	1127	1127	1010	1099	40200
東証1部	8081	カナデン	847	893	845	887	36100
東証1部	8084	菱電商	828	856	810	841	101000
東証2部	8085	ナラサキ	265	274	262	272	150000
東証1部	8086	ニプロ	1310	1325	1289	1313	1729600
東証1部	8087	フルサト	1668	1692	1661	1684	13500
東証1部	8088	岩谷産	673	694	668	693	1172000
東証1部	8089	すてきＮ	165	175	165	171	104000
東証1部	8090	昭光商	91	94	91	94	462000
東証1部	8091	ニチモウ	203	209	202	206	227000
東証1部	8093	極東貿	266	293	266	293	393000
東証1部	8095	イワキ	211	218	204	218	115000
東証1部	8096	兼松エレク	1820	1820	1751	1767	47700
東証1部	8097	三愛石	738	777	732	771	178000
東証1部	8098	稲畑産	1200	1227	1189	1214	166900
東証1部	8101	ＧＳＩクレオス	108	113	107	112	406000
東証1部	8103	明和産	362	375	359	372	68600
東証2部	8105	堀田丸正	60	63	58	63	574000
東証1部	8107	キムラタン	8	9	8	8	12902000
東証1部	8111	Ｇウイン	785	797	735	766	82000
東証1部	8113	ユニチャーム	2450	2476	2362	2410.5	5831700
東証1部	8114	デサント	1585	1622	1577	1600	144600
東証2部	8115	ムーンバット	180	181	177	181	23000
東証2部	8117	中央自	883	890	859	890	15000
東証1部	8118	キング	417	422	407	421	19200
JQスタンダード	8119	三栄コポ	3535	3565	3380	3520	6400
JQスタンダード	8120	大木	451	452	451	452	1000
JQスタンダード	8123	川辺	160	166	156	166	43000
東証1部	8125	ワキタ	1043	1082	1025	1073	151500
東証1部	8127	ヤマトインタ	410	418	408	416	178900
東証1部	8129	東邦ＨＤ	2520	2593	2500	2556	338700
東証1部	8130	サンゲツ	1956	1995	1944	1990	265500
東証1部	8131	ミツウロコＧ	557	567	537	559	61300
東証1部	8132	シナネン	438	448	438	447	76000
東証1部	8133	エネクス	1035	1046	989	1012	167300
東証2部	8135	ゼット	153	170	153	170	98000
東証1部	8136	サンリオ	3645	3820	3610	3795	899400
東証1部	8137	サンワテクノス	1040	1077	1025	1070	58100
東証2部	8138	三京化	242	243	242	243	5000
東証2部	8139	ナガホリ	253	257	253	257	24300
東証1部	8140	リョーサン	2731	2818	2714	2805	73600
東証1部	8141	新光商	1160	1190	1158	1179	48900
東証1部	8142	トーホー	2136	2222	2136	2175	15300
東証2部	8143	ラピーヌ	101	107	101	107	77000
東証2部	8144	電響社	651	651	650	650	3000
JQグロース	8145	中部水産	257	264	257	264	3000
JQスタンダード	8147	トミタ	670	670	633	660	2500
東証2部	8148	上原成	510	528	504	515	14000
東証1部	8150	三信電	1100	1158	1093	1149	194700
東証1部	8151	東陽テク	984	1009	961	999	144100
東証2部	8152	ソマール	187	196	185	196	73000
東証1部	8153	モスフード	2530	2560	2503	2551	93000
東証1部	8154	加賀電	1463	1534	1426	1509	75800
東証1部	8155	三益半	1084	1152	1080	1136	98600
東証2部	8157	都築電	435	448	433	448	9000
東証1部	8158	ソーダニッカ	480	500	480	487	26200
東証1部	8159	立花エレテ	1203	1280	1203	1238	32200
東証1部	8160	木曽路	2010	2075	2008	2070	57200
東証1部	8163	サトＲＳ	860	894	856	893	130800
東証1部	8165	千趣会	770	790	762	790	72600
東証1部	8166	タカキュー	195	203	192	198	47100
東証2部	8167	リテールパ	1030	1035	1019	1019	64500
東証1部	8168	ケーヨー	550	550	541	544	353900
東証1部	8170	アデランス	855	875	850	871	171800
JQグロース	8171	マックス中部	1160	1164	1126	1164	4700
東証1部	8173	上新電	895	925	894	901	87000
東証1部	8174	日ガス	3610	3880	3610	3850	213900
東証1部	8175	ベスト電	119	124	117	122	1366900
東証1部	8179	ロイヤルＨＤ	2114	2167	2102	2146	189900
東証1部	8181	東天紅	167	173	165	173	63000
東証1部	8182	イナゲヤ	1297	1339	1297	1319	37500
東証1部	8184	島忠	2936	2936	2831	2876	551400
東証1部	8185	チヨダ	3165	3295	3145	3255	202900
JQスタンダード	8186	大塚家	1647	1689	1581	1635	157100
JQグロース	8190	ヤマナカ	695	695	691	695	600
東証1部	8194	ライフコーポ	3035	3195	3035	3110	61700
東証2部	8198	ＭＶ東海	1696	1736	1696	1734	7400
東証1部	8200	リンガハット	2625	2704	2615	2675	348300
東証1部	8201	さが美	147	147	138	144	221000
東証2部	8202	ラオックス	414	450	408	445	48521000
東証1部	8203	ＭＲＭＡＸ	375	387	370	383	213100
JQスタンダード	8205	シャクリーＧ	1587	1660	1587	1660	3000
東証1部	8207	テンアライド	384	398	380	393	50800
東証2部	8209	フレンドリー	296	299	296	299	13000
東証1部	8214	ＡＯＫＩＨＤ	1403	1424	1385	1409	350800
JQスタンダード	8215	山形屋	196	202	196	199	12000
東証1部	8217	オークワ	884	925	884	899	37000
東証1部	8218	コメリ	2546	2583	2522	2574	211200
東証1部	8219	青山商	4340	4425	4320	4395	194900
JQスタンダード	8225	タカチホ	170	183	170	183	31000
東証2部	8226	理経	173	181	170	180	210300
東証1部	8227	しまむら	10910	11040	10720	10970	124700
JQグロース	8228	マルイチ産	919	920	910	912	3200
東証1部	8229	ＣＦＳ	1002	1020	990	1008	122800
東証1部	8230	はせがわ	510	524	510	524	12300
東証1部	8233	高島屋	1026	1047	1016	1045	4439000
東証1部	8237	松屋	1905	1975	1873	1963	293000
東証1部	8242	Ｈ２Ｏリテイル	2284	2303	2251	2298	421800
東証1部	8244	近鉄百	301	317	301	313	532000
東証1部	8245	丸栄	104	106	102	105	231000
東証2部	8247	大和	172	180	171	179	148000
東証1部	8248	ニッセンＨＤ	179	186	179	184	117200
東証2部	8249	テクノアソシエ	1100	1128	1100	1128	600
東証1部	8251	パルコ	1085	1106	1066	1091	384700
東証1部	8252	丸井Ｇ	1342	1412	1335	1408	2074000
東証1部	8253	クレセゾン	2238	2351	2235	2324	1103300
東証2部	8254	サイカ屋	81	86	78	84	1107000
東証1部	8255	アクシアル	3815	3950	3795	3930	23000
JQスタンダード	8256	プロルート	204	210	190	206	1303500
東証1部	8260	井筒屋	62	65	62	64	1332000
東証1部	8267	イオン	1732	1788.5	1724	1775	10026700
東証1部	8270	ユニーＧＨＤ	739	748	727	746	2353500
東証1部	8273	イズミ	5020	5090	4960	5060	249500
東証1部	8274	東武ストア	321	322	310	322	376000
東証1部	8275	フォーバル	1290	1290	1235	1265	21200
東証1部	8276	平和堂	2484	2514	2450	2477	153200
東証1部	8278	フジ	2686	2756	2670	2731	308600
東証1部	8279	ヤオコー	6050	6170	6000	6110	110700
東証1部	8281	ゼビオ	2166	2241	2151	2219	146700
東証1部	8282	ケーズＨＤ	3685	3780	3635	3745	401700
東証1部	8283	ＰＡＬＴＡＣ	2036	2117	2020	2106	345100
東証1部	8285	三谷産業	370	387	370	387	44800
東証2部	8287	ＭＶ西日	1578	1591	1577	1585	5100
東証1部	8289	オリンピック	600	646	600	611	14700
東証1部	8291	日産東ＨＤ	332	343	331	338	48700
JQスタンダード	8298	ファミリー	434	434	433	433	400
JQスタンダード	8301	日銀	46000	46000	45300	46000	300
東証1部	8303	新生銀	241	251	239	250	31285000
東証1部	8304	あおぞら	412	427	405	425	18927000
東証1部	8306	三菱ＵＦＪ	750	771.9	733	769.6	121657700
東証1部	8308	りそなＨＤ	562.9	583.7	553.3	582.6	19910700
東証1部	8309	三住トラスト	482.2	491.9	470	487.6	24873000
東証1部	8316	三住フィナ	4577.5	4731	4501	4718.5	13956300
東証1部	8324	第四銀	475	487	470	487	1147000
東証1部	8325	北越銀	218	224	217	222	280000
東証1部	8327	西日シ銀	308	318	306	318	3733000
東証1部	8331	千葉銀	820	849	815	848	5085000
東証1部	8332	横浜銀	694	714	686.7	713.2	5168000
東証1部	8333	常陽銀	605	628	603	626	3655000
東証1部	8334	群馬銀	757	774	752	772	1780000
東証1部	8336	武蔵銀	3905	4030	3900	4025	86200
東証1部	8337	千葉興	634	666	628	666	424400
東証1部	8338	筑波銀行	394	407	391	403	240500
東証1部	8341	七十七	659	679	652	677	1423000
東証1部	8342	青森銀	332	346	332	345	287000
東証1部	8343	秋田銀	330	344	330	331	196000
東証1部	8344	山形銀	455	472	455	471	309000
東証1部	8345	岩手銀	4770	4990	4755	4970	43000
東証1部	8346	東邦銀	444	457	444	455	344000
東証1部	8349	東北銀	156	160	154	159	151000
東証1部	8350	みち銀	203	214	203	213	315000
東証1部	8354	ふくおか	561	578	558	576	4906000
東証1部	8355	静岡銀	1218	1251	1211	1247	2500000
東証1部	8356	十六銀	465	482	465	481	1017000
東証1部	8358	スルガ銀	2204	2248	2189	2237	1110000
東証1部	8359	八十二	780	804	780	803	1203000
東証1部	8360	山梨銀	525	559	525	558	286000
東証1部	8361	大垣銀	376	389	374	388	634000
東証1部	8362	福井銀	230	238	228	236	308000
東証1部	8363	北国銀	422	430	419	428	629000
東証1部	8364	清水銀	2853	3030	2853	2966	8100
東証2部	8365	富山銀行	300	320	299	317	58000
東証1部	8366	滋賀銀	562	595	562	591	1017000
東証1部	8367	南都銀	376	385	376	384	412000
東証1部	8368	百五銀	534	559	534	557	616000
東証1部	8369	京都銀	1208	1259	1203	1258	1759000
東証1部	8370	紀陽銀行	1662	1719	1650	1707	191500
東証1部	8374	三重銀	253	257	251	256	219000
東証1部	8377	ほくほく	253	261	253	260	7082000
東証1部	8379	広島銀	619	640	616	639	2190000
東証1部	8381	山合銀	989	1002	976	998	681000
東証1部	8382	中国銀	1640	1674	1625	1670	546100
東証1部	8383	鳥取銀	200	207	200	207	142000
東証1部	8385	伊予銀	1288	1325	1288	1322	667500
東証1部	8386	百十四	389	402	389	400	507000
東証1部	8387	四国銀	226	232	225	229	376000
東証1部	8388	阿波銀	637	659	636	656	368000
東証1部	8390	鹿児銀	706	727	706	725	277000
東証1部	8392	大分銀	482	499	482	495	426000
東証1部	8393	宮崎銀	366	385	366	383	182000
東証1部	8394	肥後銀	633	656	633	654	292000
東証1部	8395	佐賀銀	257	264	251	262	275000
東証1部	8396	十八銀	322	328	317	327	288000
東証1部	8397	沖縄銀	4300	4460	4240	4425	21300
東証1部	8399	琉球銀	1613	1657	1602	1653	182700
東証1部	8410	セブン銀	492	510	482	509	15007300
東証1部	8411	みずほ	231	237.9	228.1	236.8	378742200
東証1部	8416	高知銀	137	150	137	143	254000
東証1部	8418	山口ＦＧ	1419	1464	1419	1463	1114000
東証1部	8421	信中金	220200	224000	220200	223900	162
東証1部	8423	アクリーティブ	545	560	530	550	1013000
東証1部	8424	芙蓉リース	4265	4475	4265	4435	70900
東証1部	8425	興銀リース	2365	2442	2350	2432	142500
東証1部	8439	ＴＣＬｅａｓｅ	3445	3560	3415	3535	284600
JQスタンダード	8462	ＦＶＣ	435	475	408	474	557600
東証1部	8473	ＳＢＩ	1402	1455	1393	1444	3304000
東証2部	8508	Ｊトラスト	940	963	916	956	596100
東証1部	8511	日証金	600	626	600	621	459600
東証1部	8515	アイフル	450	459	440	450	39086100
東証1部	8518	アジア投資	42	47	42	46	2244000
東証1部	8519	ポケットＣ	523	544	513	541	197000
東証1部	8521	長野銀	211	212	207	212	752000
東証1部	8522	名銀	440	470	440	466	594000
東証1部	8524	北洋銀行	446	464	445	463	905900
東証1部	8527	愛知銀	5880	6030	5820	6010	11600
東証1部	8529	第三銀	177	185	176	183	251000
東証1部	8530	中京銀	213	224	211	222	79000
東証1部	8536	東日銀	398	409	397	408	244000
東証1部	8537	大光銀	213	221	213	219	96000
東証1部	8541	愛媛銀	253	258	250	254	470000
東証1部	8542	トマト銀行	175	178	174	177	111000
東証1部	8543	みな銀	236	240	226	238	928000
東証1部	8544	京葉銀	584	609	584	607	780000
東証1部	8545	関西ア銀	1220	1248	1202	1231	71200
東証1部	8550	栃木銀	560	596	557	594	313000
東証1部	8551	北日銀	3010	3180	3010	3180	7000
東証1部	8558	東和銀	103	104	100	103	1194000
東証1部	8562	福島銀	90	92	88	92	1525000
東証1部	8563	大東銀	165	165	160	162	160000
東証1部	8566	リコーリース	3200	3285	3200	3255	64400
東証1部	8570	イオンＦＳ	2528	2684	2517	2649	1296000
東証1部	8572	アコム	529	549	522	546	8664700
東証1部	8584	ジャックス	460	475	455	474	1140000
東証1部	8585	オリコ	185	193	183	192	8323200
東証1部	8586	日立キャピ	2761	2846	2741	2824	747100
東証1部	8589	アプラスＦ	108	114	107	114	3645200
東証1部	8591	オリックス	1531	1618	1525	1601	10257100
東証1部	8593	三菱Ｕリース	553	582	552	577	2384200
東証1部	8595	ジャフコ	5160	5430	5090	5400	530400
東証1部	8600	トモニＨＤ	444	454	440	454	356700
東証1部	8601	大和証	797.1	827.2	787	821.4	12364000
東証1部	8604	野村ＨＤ	719.9	752.4	713	743.9	35396700
東証1部	8609	岡三	711	742	710	735	885000
東証1部	8613	丸三証	1215	1265	1200	1256	476900
東証1部	8614	東洋証	375	395	373	393	468000
東証1部	8616	東海東京	750	775	743	768	2381600
東証1部	8617	光世証	189	193	183	193	552000
東証1部	8622	水戸証	368	392	365	387	395600
東証1部	8624	いちよし	930	975	926	971	309300
東証2部	8625	高木証	197	206	196	206	340000
東証1部	8628	松井証	972	1007	965	1004	2090900
東証1部	8630	損保ＪＰＮＫ	3627	3820	3623.5	3786	3099000
東外	8648	バンクアメリカ	1830	1900	1816	1895	8240
東外	8685	ＡＩＧ	6710	7000	6690	6980	1242
東外	8686	ＡＦＬ	6820	6910	6570	6860	2300
東証1部	8692	だいこう	957	976	946	965	28400
東証1部	8697	ＪＰＸ	3390	3545	3365	3505	1676800
東証1部	8698	マネックスＧ	282	299	278	296	5472500
JQスタンダード	8699	沢田ＨＤ	1080	1127	1068	1127	31800
JQスタンダード	8700	丸八証	173	177	171	177	47000
東証1部	8703	カブ．コム	360	369	356	367	2357400
JQスタンダード	8704	トレイダーズ	89	97	86	95	772600
JQスタンダード	8705	岡藤ＨＤ	155	168	152	166	90700
東証1部	8706	極東証	1728	1789	1704	1781	311600
東証1部	8707	岩井コスモ	1323	1403	1323	1397	90100
東証1部	8708	アイザワ証	717	740	701	728	174700
JQスタンダード	8709	インヴァスト	1035	1035	1001	1007	1500
東外	8710	Ｃｉｔｉ	6000	6230	5940	6230	4908
東証1部	8713	フィデアＨＤ	225	229	221	228	1021000
東証1部	8714	池田泉州	494	499	489	496	1278900
東証1部	8715	アニコムＨＤ	2426	2530	2402	2504	339600
東証1部	8721	ベンチャーＲＶ	5070	5350	5070	5220	2530
東証1部	8725	ＭＳ＆ＡＤ	3502.5	3778.5	3501.5	3743.5	4149700
東証1部	8728	Ｍ２ＨＤ	1403	1480	1403	1470	57800
東証1部	8729	ソニーＦＨ	2070	2177	2068	2169	1811100
東証1部	8732	マネパＧ	385	385	370	379	328300
東証2部	8737	あかつきＦＧ	467	499	450	494	211400
JQスタンダード	8739	スパークス	328	341	315	339	2668300
JQスタンダード	8740	フジトミ	259	265	258	261	5100
東証1部	8742	小林洋	254	254	240	250	31300
JQスタンダード	8746	第一商	430	433	421	433	33900
JQスタンダード	8747	豊商事	460	470	450	460	14000
東証1部	8750	第一生命	2064.5	2145.5	2045	2124	9743300
東証1部	8766	東京海上	4417	4623.5	4415	4586.5	4606800
JQスタンダード	8769	ＡＲＭ	1062	1105	1061	1075	20000
東証1部	8771	Ｅギャランティ	2005	2208	2000	2184	59900
東証1部	8772	アサックス	1492	1516	1460	1502	4800
JQスタンダード	8783	ＧＦＡ	658	700	640	698	63600
JQスタンダード	8787	ＵＣＳ	1191	1228	1120	1228	11900
東証マザーズ	8789	フィンテック	129	136	128	134	3403600
東証1部	8793	ＮＥＣキャピ	1600	1637	1584	1624	52100
東証1部	8795	Ｔ＆ＤＨＤ	1530.5	1585.5	1518.5	1563	5761100
JQスタンダード	8798	アドバンクリエ	1326	1340	1298	1340	7300
東証1部	8801	三井不	3242.5	3304.5	3166.5	3272	5479000
東証1部	8802	菱地所	2493.5	2585.5	2460.5	2561	10397000
東証1部	8803	平和不	1470	1497	1451	1487	304800
東証1部	8804	東建物	1480	1525	1459	1512	2847400
東証1部	8806	ダイビル	968	991	959	985	225800
東証1部	8818	京阪神ビ	653	666	646	663	123400
東証1部	8830	住友不	3890	4024	3814	3986.5	2849000
東証1部	8835	太平発	85	88	84	87	515000
JQスタンダード	8836	ＲＩＳＥ	36	39	35	38	257700
東証1部	8840	大京	178	185	178	184	3520000
東証1部	8841	テーオーシー	761	783	759	779	162300
東証1部	8842	楽天地	481	486	476	477	50000
JQスタンダード	8844	コスモスイニシ	393	426	393	426	102200
東証1部	8848	レオパレス２１	530	553	527	545	5233500
東証1部	8850	スターツ	1978	2020	1950	1983	271900
東証2部	8851	アーバンライフ	95	101	94	101	155000
東証2部	8854	日住サ	240	240	235	240	11000
東証1部	8860	フジ住	660	660	645	657	97200
東証1部	8864	空施設	565	579	564	574	38600
東証1部	8869	明和地	515	527	508	524	56900
東証1部	8870	住不販	3070	3115	3045	3075	68300
東証1部	8871	Ｇクレスト	2033	2068	2004	2045	109200
東証1部	8876	リロＨＬＤ	11300	11980	10910	11830	112900
東証1部	8877	エスリード	1192	1200	1166	1185	26700
東証1部	8881	日神不	394	402	381	394	117600
JQスタンダード	8885	ラ・アトレ	550	660	550	625	46600
JQスタンダード	8886	ウッドフレンズ	2098	2160	2048	2160	2900
JQスタンダード	8887	リベレステ	736	770	720	764	57800
JQスタンダード	8889	アパマンＨＤ	425	439	425	439	23600
JQスタンダード	8890	レーサム	1051	1078	1031	1071	246600
東証2部	8891	エムジーホーム	545	545	519	526	4200
JQスタンダード	8892	日本エスコ	245	257	241	256	1315600
JQスタンダード	8893	新日タテ	37	40	37	40	848000
東証2部	8894	原弘産	34	36	33	35	1225000
東証1部	8897	タカラレーベン	469	493	464	479	2177300
JQスタンダード	8898	センチュリ２１	1120	1146	1120	1140	2300
JQスタンダード	8903	サンウッド	566	566	542	546	7300
東証1部	8904	サンヨーナゴヤ	1086	1119	1070	1094	79000
東証1部	8905	イオンモール	1937	1969	1919	1953	761300
JQスタンダード	8908	毎コムネット	1015	1015	992	992	4800
JQスタンダード	8909	シノケンＧ	1503	1609	1500	1589	97900
東証2部	8912	エリアクエスト	119	124	117	123	192400
東証マザーズ	8914	エリアリンク	140	142	137	140	927700
東証1部	8917	ファースト住	1222	1298	1222	1265	23800
東証1部	8918	ランド	16	18	15	18	3104600
東証1部	8920	東祥	3240	3440	3185	3420	47000
東証マザーズ	8922	ＪＡＭ	108	117	108	116	806600
東証1部	8923	トーセイ	717	749	713	741	213300
東証2部	8925	アルデプロ	94	99	93	99	2600800
JQスタンダード	8927	明豊エン	97	105	97	103	123600
東証1部	8928	穴吹興	224	232	224	231	61000
東証2部	8929	青山財産	530	533	464	530	327000
JQスタンダード	8931	和田興	668	698	668	698	45400
東証1部	8933	ＮＴＴ都市	1074	1087	1045	1084	1404100
東証1部	8934	サンフロンテ	855	905	840	885	435200
東証1部	8935	ＦＪネクスト	516	537	516	530	78300
JQスタンダード	8938	ロジコム	1995	2059	1995	2032	11700
東証2部	8940	インテリックス	641	689	641	670	25700
東証1部	8944	ランビジネス	360	369	360	366	22200
東証マザーズ	8945	社宅Ｓ	721	740	719	740	12900
JQスタンダード	8946	エイシアンスタ	121	138	120	134	277400
東証2部	8995	誠建設	670	670	670	670	300
東証1部	8999	グランディ	355	364	348	355	111100
東証1部	9001	東武	513	527	511	526	4451000
東証1部	9003	相鉄ＨＤ	654	675	654	671	1958000
東証1部	9005	東急	815	844	814	842	5136000
東証1部	9006	京急	900	921	898	918	2031000
東証1部	9007	小田急	1043	1074	1041	1072	2774000
東証1部	9008	京王	876	898	876	894	2260000
東証1部	9009	京成	1238	1303	1237	1291	2638000
東証1部	9010	富士急	1180	1202	1177	1199	271000
JQスタンダード	9012	秩父鉄	193	196	193	196	5000
東証1部	9014	新京成	408	409	404	405	69000
東証2部	9017	新潟交	189	189	189	189	3000
東証1部	9020	ＪＲ東	10855	11140	10625	11085	2008900
東証1部	9021	ＪＲ西	7750	8034	7704	8012	1330800
東証1部	9022	ＪＲ東海	18500	19090	18460	19030	706500
東証1部	9024	西武ＨＤ	2443	2509	2441	2492	1120900
東証1部	9025	鴻池運輸	1270	1332	1255	1322	245300
東証2部	9028	ゼロ	910	939	904	939	5100
東証2部	9029	ヒガシ２１	380	389	360	388	20400
東証1部	9031	西鉄	570	589	570	587	848000
東証2部	9033	広島電	428	432	428	432	5000
JQスタンダード	9036	東部ネット	1060	1090	1030	1050	17100
東証1部	9037	ハマキョウ	3945	4140	3945	4125	38200
東証1部	9039	サカイ引越	5350	5390	5170	5270	24500
JQグロース	9040	大宝運輸	401	401	401	401	1000
東証1部	9041	近鉄ＧＨＤ	409	415	407	414	8754000
東証1部	9042	阪急阪神	700	712	692	709	4458000
